record_id,redcap_survey_identifier,formulrio_controle_de_temperatura_timestamp,selecao,ambiente,tipo_equipamento,temperatura_atual,temperatura_maxima,temperatura_minima,umidade,numero_patrimonio,temperatura_atual_equipamento,temperatura_maxima_equipamento,temperatura_m_nima_equipamento,responsavel,temperatura_ambiente_miseq,temperatura_chiller_miseq,data,par_joindate,par_joindate_utc,par_timezone,par_code,formulrio_controle_de_temperatura_complete
387,,"2024-12-11 07:44:06",1,1,,20.6,23.6,20.6,65,,,,,"Tiago Henrique",,,2024-12-11,,,,,2
388,,"2024-12-11 07:44:34",2,,4,,,,,10006,,,,"Tiago Henrique",20.81,4.57,2024-12-11,,,,,2
389,,"2024-12-11 07:45:29",2,,1,,,,,5086," -24.0"," -23.2"," -28.3","Tiago Henrique",,,2024-12-11,,,,,2
390,,"2024-12-11 07:45:45",2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2024-12-11,,,,,2
391,,"2024-12-11 07:46:26",2,,3,,,,,5257,5,5,3,"Tiago Henrique",,,2024-12-11,,,,,2
392,,"2024-12-12 07:52:49",1,1,,20.9,23.4,20.4,62,,,,,"Tiago Henrique",,,2024-12-12,,,,,2
393,,"2024-12-12 07:53:46",2,,1,,,,,5086," -26.7"," -23.1"," -28.2","Tiago Henrique",,,2024-12-12,,,,,2
394,,"2024-12-12 07:54:11",2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2024-12-12,,,,,2
395,,"2024-12-12 07:54:45",2,,3,,,,,5257,4,6,2,"Tiago Henrique",,,2024-12-12,,,,,2
396,,,1,1,,20.6,24.6,18.4,65,,,,,"Tiago Henrique",,,2025-01-21,,,,,2
397,,,2,,4,,,,,10006,,,,"Tiago Henrique",20.77,4.40,2025-01-21,,,,,2
398,,,2,,1,,,,,5086," -29.7"," -21.4"," -31.3","Tiago Henrique",,,2025-01-21,,,,,2
399,,,2,,2,,,,,5170," -78",,,"Tiago Henrique",,,2025-01-21,,,,,2
400,,,2,,3,,,,,5257,4,7,2,"Tiago Henrique",,,2025-01-21,,,,,2
401,,,1,1,,21.5,23.9,20.8,61,,,,,"Tiago Henrique",,,2025-01-22,,,,,2
402,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.52,5.12,2025-01-22,,,,,2
403,,,2,,1,,,,,5086," -22.7"," -21.5"," -30.9","Tiago Henrique",,,2025-01-22,,,,,2
404,,,2,,2,,,,,5170," -79",,,"Tiago Henrique",,,2025-01-22,,,,,2
405,,,2,,3,,,,,5257,5,5,3,,,,2025-01-22,,,,,2
406,,,1,1,,21.9,24.9,20.8,63,,,,,"Tiago Henrique",,,2025-01-23,,,,,2
407,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.47,5.47,2025-01-23,,,,,2
408,,,2,,1,,,,,5086," -29.8"," -21.6"," -30.9","Tiago Henrique",,,2025-01-23,,,,,2
409,,,2,,2,,,,,5170," -76",,,"Tiago Henrique",,,2025-01-23,,,,,2
410,,,2,,3,,,,,5257,5,7,2,"Tiago Henrique",,,2025-01-23,,,,,2
411,,,1,1,,20.4,24.6,20.4,65,,,,,"Tiago Henrique",,,2025-01-24,,,,,2
412,,,2,,1,,,,,5086," -30.3"," -21.5"," -30.7","Tiago Henrique",,,2025-01-24,,,,,2
413,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-01-24,,,,,2
414,,,2,,3,,,,,5257,3,6,3,"Tiago Henrique",,,2025-01-24,,,,,2
415,,,1,1,,20.6,22.5,20.4,68,,,,,"Tiago Henrique",,,2025-01-27,,,,,2
416,,,2,,4,,,,,10006,,,,"Tiago Henrique",20.66,4.40,2025-01-27,,,,,2
417,,,2,,1,,,,,5086," -30.8"," -25.2"," -21.5","Tiago Henrique",,,2025-01-27,,,,,2
418,,,2,,2,,,,,5170," -78.0",,,"Tiago Henrique",,,2025-01-27,,,,,2
419,,,2,,3,,,,,5257,5,6,2,"Tiago Henrique",,,2025-01-27,,,,,2
420,,,1,1,,20.1,22.5,20.1,61,,,,,"Tiago Henrique",,,2025-01-28,,,,,2
421,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.60,4.58,2025-01-28,,,,,2
422,,,2,,1,,,,,5086," -28.9"," -22.5"," -30.7","Tiago Henrique",,,2025-01-28,,,,,2
423,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-01-28,,,,,2
424,,,2,,3,,,,,5257,4,8,4,"Tiago Henrique",,,2025-01-28,,,,,2
425,,,1,1,,20.6,22.9,20.0,68,,,,,"Tiago Henrique",,,2025-01-29,,,,,2
426,,,2,,1,,,,,5086," -30.3"," -21.5"," -30.8","Tiago Henrique",,,2025-01-29,,,,,2
427,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-01-29,,,,,2
428,,,2,,3,,,,,5257,2,6,2,"Tiago Henrique",,,2025-01-29,,,,,2
429,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.31,5.67,2025-01-29,,,,,2
430,,,1,1,,20.9,23.4,20.8,67,,,,,"Tiago Henrique",,,2025-01-30,,,,,2
431,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.01,4.53,2025-01-30,,,,,2
432,,,2,,1,,,,,5086," -29.0"," -21.6"," -30.7","Tiago Henrique",,,2025-01-30,,,,,2
433,,,2,,2,,,,,5170," -79",,,"Tiago Henrique",,,2025-01-30,,,,,2
434,,,2,,3,,,,,5257,3,7,2,"Tiago Henrique",,,2025-01-30,,,,,2
435,,,1,1,,20.4,23.4,20.4,67,,,,,"Tiago Henrique",,,2025-01-31,,,,,2
436,,,2,,4,,,,,10006,,,,"Tiago Henrique",20.46,4.41,2025-01-31,,,,,2
437,,,2,,1,,,,,5086," -25.0"," -21.6"," -30.8","Tiago Henrique",,,2025-01-31,,,,,2
438,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-01-31,,,,,2
439,,,2,,3,,,,,5257,5,5,2,"Tiago Henrique",,,2025-01-31,,,,,2
440,,,1,1,,19.8,22.6,19.6,77,,,,,"Tiago Henrique",,,2025-02-03,,,,,2
441,,,2,,1,,,,,5086," -29.6"," -21.6"," -30.58","Tiago Henrique",,,2025-02-03,,,,,2
442,,,2,,2,,,,,5170," -78",,,"Tiago Henrique",,,2025-02-03,,,,,2
443,,,2,,3,,,,,5257,3,6,3,"Tiago Henrique",,,2025-02-03,,,,,2
444,,,2,,4,,,,,10006,,,,"Tiago Henrique",20.54,4.66,2025-02-03,,,,,2
445,,,1,1,,19.4,22.6,19.3,76,,,,,"Tiago Henrique",,,2025-02-04,,,,,2
446,,,2,,4,,,,,10006,,,,"Tiago Henrique",19.64,4.41,2025-02-04,,,,,2
447,,,2,,1,,,,,5086," -30.8"," -27.9"," -22.5","Tiago Henrique",,,2025-02-04,,,,,2
448,,,2,,2,,,,,5170," -79",,,"Tiago Henrique",,,2025-02-04,,,,,2
449,,,2,,3,,,,,5257,3,6,2,"Tiago Henrique",,,2025-02-04,,,,,2
450,,,1,1,,19.6,21.4,19.4,74,,,,,"Tiago Henrique",,,2025-02-05,,,,,2
451,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.56,4.56,2025-02-05,,,,,2
452,,,2,,1,,,,,5086," -22.0"," -21.6"," -30.8","Tiago Henrique",,,2025-02-05,,,,,2
453,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-02-05,,,,,2
454,,,2,,3,,,,,5257,3,6,3,"Tiago Henrique",,,2025-02-05,,,,,2
455,,,1,1,,19.6,19.4,21.4,75,,,,,"Tiago Henrique",,,2025-02-06,,,,,2
456,,,2,,1,,,,,5086," -25.0"," -21.6"," -30.7","Tiago Henrique",,,2025-02-06,,,,,2
457,,,2,,2,,,,,5170," -78",,,"Tiago Henrique",,,2025-02-06,,,,,2
458,,,2,,3,,,,,5257,3,6,2,"Tiago Henrique",,,2025-02-06,,,,,2
459,,,1,1,,19.9,22.0,19.6,77,,,,,"Tiago Henrique",,,2025-02-07,,,,,2
460,,,2,,4,,,,,10006,,,,"Tiago Henrique",20.28,4.55,2025-02-07,,,,,2
461,,,2,,1,,,,,5086," -29.9"," -22.5"," -30.7","Tiago Henrique",,,2025-02-07,,,,,2
462,,,2,,2,,,,,5257," -79",,,"Tiago Henrique",,,2025-02-07,,,,,2
463,,,2,,3,,,,,5257,5,6,2,"Tiago Henrique",,,2025-02-07,,,,,2
464,,,1,1,,20.4,22.1,19.3,66,,,,,"Tiago Henrique",,,2025-02-10,,,,,2
465,,,2,,4,,,,,10006,,,,"Tiago Henrique",20.82,4.64,2025-02-10,,,,,2
466,,,2,,1,,,,,5086," -29.3"," -21.4"," -30.8","Tiago Henrique",,,2025-02-10,,,,,2
467,,,2,,2,,,,,5170," -78",,,"Tiago Henrique",,,2025-02-10,,,,,2
468,,,2,,3,,,,,5257,5,6,4,"Tiago Henrique",,,2025-02-10,,,,,2
469,,,1,1,,20.6,22.6,20.4,64,,,,,"Tiago Henrique",,,2025-02-11,,,,,2
470,,,2,,4,,,,,10006,,,,"Tiago Henrique",20.84,4.67,2025-02-11,,,,,2
471,,,2,,1,,,,,5086," -27.9"," -21.4"," -31.1","Tiago Henrique",,,2025-02-11,,,,,2
472,,,2,,2,,,,,5170," -78",,,"Tiago Henrique",,,2025-02-11,,,,,2
473,,,2,,3,,,,,5257,4,7,4,"Tiago Henrique",,,2025-02-11,,,,,2
474,,,1,1,,20.6,23.5,20.4,64,,,,,"Tiago Henrique",,,2025-02-12,,,,,2
475,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.92,4.73,2025-02-12,,,,,2
476,,,2,,1,,,,,5086," -24.4"," -21.5"," -39.8","Tiago Henrique",,,2025-02-12,,,,,2
477,,,2,,2,,,,,5170," -79",,,"Tiago Henrique",,,2025-02-12,,,,,2
478,,,2,,3,,,,,5257,2,7,2,"Tiago Henrique",,,2025-02-12,,,,,2
479,,,1,1,,20.4,23.5,20.1,66,,,,,"Tiago Henrique",,,2025-02-13,,,,,2
480,,,2,,4,,,,,10006,,,,"Tiago Henrique",20.58,4.67,2025-02-13,,,,,2
481,,,2,,1,,,,,5086," -23.7"," -21.5"," -30.7","Tiago Henrique",,,2025-02-13,,,,,2
482,,,2,,2,,,,,5170," -79",,,"Tiago Henrique",,,2025-02-13,,,,,2
483,,,2,,3,,,,,5257,2,4,2,"Tiago Henrique",,,2025-02-13,,,,,2
484,,,1,1,,21.6,23.9,20.4,64,,,,,"Tiago Henrique",,,2025-02-17,,,,,2
485,,,2,,1,,,,,5086," -23.5"," -21.5"," -30.7","Tiago Henrique",,,2025-02-17,,,,,2
486,,,2,,2,,,,,5170," -79",,,"Tiago Henrique",,,2025-02-17,,,,,2
487,,,2,,3,,,,,5257,3,6,2,"Tiago Henrique",,,2025-02-17,,,,,2
488,,,1,1,,21.9,24.4,20.4,63,,,,,"Tiago Henrique",,,2025-02-18,,,,,2
489,,,2,,1,,,,,5086," -22.3"," -21.5"," -30.7","Tiago Henrique",,,2025-02-18,,,,,2
490,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-02-18,,,,,2
491,,,2,,3,,,,,5257,3,6,2,"Tiago Henrique",,,2025-02-18,,,,,2
492,,,1,1,,21.4,24.4,20.4,66,,,,,"Tiago Henrique",,,2025-02-19,,,,,2
493,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.53,5.78,2025-02-19,,,,,2
494,,,2,,1,,,,,5086," -25.3"," -21.5"," -30.7","Tiago Henrique",,,2025-02-19,,,,,2
495,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-02-19,,,,,2
496,,,2,,3,,,,,5257,3,5,2,"Tiago Henrique",,,2025-02-19,,,,,2
497,,,1,1,,21.4,24.1,21.0,70,,,,,"Tiago Henrique",,,2025-02-21,,,,,2
498,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.76,5.18,2025-02-21,,,,,2
499,,,2,,1,,,,,5086," -25.2"," -21.4"," -30.8","Tiago Henrique",,,2025-02-21,,,,,2
500,,,2,,2,,,,,5170," -76",,,"Tiago Henrique",,,2025-02-21,,,,,2
501,,,2,,3,,,,,5257,2,5,2,"Tiago Henrique",,,2025-02-21,,,,,2
502,,,1,1,,21.1,23.9,20.8,65,,,,,"Tiago Henrique",,,2025-02-24,,,,,2
503,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.64,4.93,2025-02-24,,,,,2
504,,,2,,1,,,,,5086," -25.2"," -21.5"," -30.7","Tiago Henrique",,,2025-02-24,,,,,2
505,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-02-24,,,,,2
506,,,2,,3,,,,,5257,2,6,2,"Tiago Henrique",,,2025-02-24,,,,,2
507,,,1,1,,20.9,23.9,20.6,62,,,,,"Tiago Henrique",,,2025-02-25,,,,,2
508,,,2,,4,,,,,10006,,,,"Tiago Henrique",4.68,21.31,2025-02-25,,,,,2
509,,,2,,1,,,,,5086," -24.5"," -21.5"," -30.6","Tiago Henrique",,,2025-02-25,,,,,2
510,,,2,,2,,,,,5170," -76",,,"Tiago Henrique",,,2025-02-25,,,,,2
511,,,2,,3,,,,,5257,2,4,2,"Tiago Henrique",,,2025-02-25,,,,,2
512,,,1,1,,20.6,21.9,20.4,64,,,,,"Tiago Henrique",,,2025-02-26,,,,,2
513,,,2,,4,,,,,10006,,,,"Tiago Henrique",20.95,4.60,2025-02-26,,,,,2
514,,,2,,1,,,,,5086," -29.1"," -21.5"," -30.5","Tiago Henrique",,,2025-02-26,,,,,2
515,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-02-26,,,,,2
516,,,2,,3,,,,,5257,4,4,2,"Tiago Henrique",,,2025-02-26,,,,,2
517,,,1,1,,22.1,22.9,20.6,65,,,,,"Tiago Henrique",,,2025-02-27,,,,,2
518,,,2,,4,,,,,10006,,,,"Tiago Henrique",22.49,5.30,2025-02-27,,,,,2
519,,,2,,1,,,,,5086," -26.0"," -21.5"," -30.6","Tiago Henrique",,,2025-02-27,,,,,2
520,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-02-27,,,,,2
521,,,2,,3,,,,,5257,2,5,2,"Tiago Henrique",,,2025-02-27,,,,,2
522,,,1,1,,21.0,23.1,20.6,64,,,,,"Tiago Henrique",,,2025-02-28,,,,,2
523,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.39,5.05,2025-02-28,,,,,2
524,,,2,,1,,,,,5086," --25.8"," -21.5"," -30.6","Tiago Henrique",,,2025-02-28,,,,,2
525,,,2,,2,,,,,5170," -79",,,"Tiago Henrique",,,2025-02-28,,,,,2
526,,,2,,3,,,,,5257,2,5,2,"Tiago Henrique",,,2025-02-28,,,,,2
527,,,1,1,,21.1,23.4,20.4,61,,,,,"Tiago Henrique",,,2025-03-05,,,,,2
528,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.38,5.22,2025-03-05,,,,,2
529,,,2,,1,,,,,5086," -28.4"," -21.5"," -30.6","Tiago Henrique",,,2025-03-05,,,,,2
530,,,2,,2,,,,,5170," -78",,,"Tiago Henrique",,,2025-03-05,,,,,2
531,,,2,,3,,,,,5257,2,4,2,"Tiago Henrique",,,2025-03-05,,,,,2
532,,,1,1,,21.4,23.9,21.3,60,,,,,"Tiago Henrique",,,2025-03-06,,,,,2
533,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.56,5.39,2025-03-06,,,,,2
534,,,2,,1,,,,,5086," -22.8"," -21.5"," -30.5","Tiago Henrique",,,2025-03-06,,,,,2
535,,,2,,2,,,,,5170," -78",,,"Tiago Henrique",,,2025-03-06,,,,,2
536,,,2,,3,,,,,5257,2,6,2,"Tiago Henrique",,,2025-03-06,,,,,2
537,,,1,1,,21.4,23.9,21.1,54,,,,,"Tiago Henrique",,,2025-03-07,,,,,2
538,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.56,5.12,2025-03-07,,,,,2
539,,,2,,1,,,,,5257," -26.4"," -21.5"," -30.5","Tiago Henrique",,,2025-03-07,,,,,2
540,,,2,,2,,,,,5170," -79",,,"Tiago Henrique",,,2025-03-07,,,,,2
541,,,2,,3,,,,,5257,4,4,2,"Tiago Henrique",,,2025-03-07,,,,,2
542,,,1,1,,21.6,23.9,20.9,58,,,,,"Tiago Henrique",,,2025-03-10,,,,,2
543,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.86,5.38,2025-03-10,,,,,2
544,,,2,,1,,,,,5086," -24.6"," -21.5"," -30.6","Tiago Henrique",,,2025-03-10,,,,,2
545,,,2,,2,,,,,5170," -76",,,"Tiago Henrique",,,2025-03-10,,,,,2
546,,,2,,3,,,,,5257,2,5,2,"Tiago Henrique",,,2025-03-10,,,,,2
547,,,1,1,,21.4,24.6,20.9,67,,,,,"Tiago Henrique",,,2025-03-11,,,,,2
548,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.51,5.29,2025-03-11,,,,,2
549,,,2,,1,,,,,5086," -24.9"," -21.5"," -30.7","Tiago Henrique",,,2025-03-11,,,,,2
550,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-03-11,,,,,2
551,,,2,,3,,,,,5257,2,4,2,"Tiago Henrique",,,2025-03-11,,,,,2
552,,,1,1,,20.9,23.4,20.9,64,,,,,"Tiago Henrique",,,2025-03-12,,,,,2
553,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.20,4.88,2025-03-12,,,,,2
554,,,2,,1,,,,,5086," -29.3"," -21.5"," -30.7","Tiago Henrique",,,2025-03-12,,,,,2
555,,,2,,2,,,,,5170," -79",,,"Tiago Henrique",,,2025-03-12,,,,,2
556,,,2,,3,,,,,5257,3,4,3,"Tiago Henrique",,,2025-03-12,,,,,2
557,,,1,1,,21.1,23.6,20.9,64,,,,,"Tiago Henrique",,,2025-03-13,,,,,2
558,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.54,5.67,2025-03-13,,,,,2
559,,,2,,1,,,,,5086," -25.5"," -21.4"," -30.7","Tiago Henrique",,,2025-03-13,,,,,2
560,,,2,,2,,,,,5170," -78",,,"Tiago Henrique",,,2025-03-13,,,,,2
561,,,2,,3,,,,,5257,2,6,2,"Tiago Henrique",,,2025-03-13,,,,,2
562,,,1,1,,21.3,24.8,20.9,64,,,,,"Tiago Henrique",,,2025-03-14,,,,,2
563,,,2,,1,,,,,5086," -26.0"," -21.5"," -30.8","Tiago Henrique",,,2025-03-14,,,,,2
564,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-03-14,,,,,2
565,,,2,,3,,,,,5257,6,6,2,"Tiago Henrique",,,2025-03-14,,,,,2
566,,,1,1,,20.8,22.6,20.5,68,,,,,"Tiago Henrique",,,2025-03-17,,,,,2
567,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.11,5.05,2025-03-17,,,,,2
568,,,2,,1,,,,,5086," -27.5"," -21.5"," -31.0","Tiago Henrique",,,2025-03-17,,,,,2
569,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-03-17,,,,,2
570,,,2,,3,,,,,5257,4,6,2,"Tiago Henrique",,,2025-03-17,,,,,2
571,,,1,1,,20.4,23.1,20.4,65,,,,,"Tiago Henrique",,,2025-03-18,,,,,2
572,,,2,,4,,,,,10006,,,,"Tiago Henrique",20.94,4.94,2025-03-18,,,,,2
573,,,2,,1,,,,,5086," -29.4"," -21.5"," -31.1","Tiago Henrique",,,2025-03-18,,,,,2
574,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-03-18,,,,,2
575,,,2,,3,,,,,5257,6,6,3,"Tiago Henrique",,,2025-03-18,,,,,2
576,,,1,1,,19.9,23.0,19.9,74,,,,,"Tiago Henrique",,,2025-03-20,,,,,2
577,,,2,,1,,,,,5086," -31.2"," -26.7"," -21.5","Tiago Henrique",,,2025-03-20,,,,,2
578,,,2,,2,,,,,5170," -79",,,"Tiago Henrique",,,2025-03-20,,,,,2
579,,,2,,3,,,,,5257,4,6,4,"Tiago Henrique",,,2025-03-20,,,,,2
580,,,1,1,,20.5,22.9,19.9,64,,,,,"Tiago Henrique",,,2025-03-21,,,,,2
581,,,2,,1,,,,,5086," -27.4"," -21.5"," -31.1","Tiago Henrique",,,2025-03-21,,,,,2
582,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-03-21,,,,,2
583,,,2,,3,,,,,5257,3,6,3,"Tiago Henrique",,,2025-03-21,,,,,2
584,,,1,1,,21.4,22.3,20.4,65,,,,,"Tiago Henrique",,,2025-03-24,,,,,2
585,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.76,6.26,2025-03-24,,,,,2
586,,,2,,1,,,,,5086," -22.6"," -21.5"," -31.1","Tiago Henrique",,,2025-03-24,,,,,2
587,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-03-24,,,,,2
588,,,2,,3,,,,,5257,4,6,3,"Tiago Henrique",,,2025-03-24,,,,,2
589,,,1,1,,20.6,22.6,20.4,66,,,,,"Tiago Henrique",,,2025-03-25,,,,,2
590,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.11,5.23,2025-03-25,,,,,2
591,,,2,,1,,,,,5086," -23.3"," -21.5"," -31.1","Tiago Henrique",,,2025-03-25,,,,,2
592,,,2,,2,,,,,5170," -79",,,"Tiago Henrique",,,2025-03-25,,,,,2
593,,,1,1,,20.6,23.1,20.5,70,,,,,"Tiago Henrique",,,2025-03-26,,,,,2
594,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.04,5.45,2025-03-26,,,,,2
595,,,2,,1,,,,,5086," -28.2"," -21.5"," -31.1","Tiago Henrique",,,2025-03-26,,,,,2
596,,,2,,2,,,,,5170," -78",,,"Tiago Henrique",,,2025-03-26,,,,,2
597,,,2,,3,,,,,5257,6,6,4,"Tiago Henrique",,,2025-03-26,,,,,2
598,,,1,1,,20.9,22.4,18.9,73,,,,,"Tiago Henrique",,,2025-03-31,,,,,2
599,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.36,5?54,2025-03-31,,,,,2
600,,,2,,1,,,,,5086," -25.6"," -21.5"," -32.2","Tiago Henrique",,,2025-03-31,,,,,2
601,,,2,,2,,,,,5170," -76",,,"Tiago Henrique",,,2025-03-31,,,,,2
602,,,2,,3,,,,,5257,5,6,4,"Tiago Henrique",,,2025-03-31,,,,,2
603,,,1,1,,19.8,21.8,19.8,73,,,,,"Tiago Henrique",,,2025-04-01,,,,,2
604,,,2,,4,,,,,10006,,,,"Tiago Henrique",20.29,4.97,2025-04-01,,,,,2
605,,,2,,1,,,,,5086," -25.6"," -22.5"," -31.2","Tiago Henrique",,,2025-04-01,,,,,2
606,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-04-01,,,,,2
607,,,2,,3,,,,,5257,6,6,2,"Tiago Henrique",,,2025-04-01,,,,,2
608,,,1,1,,20.4,22.6,19.8,67,,,,,"Tiago Henrique",,,2025-04-02,,,,,2
609,,,2,,4,,,,,10006,,,,"Tiago Henrique",20.77,5.35,2025-04-02,,,,,2
610,,,2,,1,,,,,5086," -22.8"," -21.5"," -31.1","Tiago Henrique",,,2025-04-02,,,,,2
611,,,2,,2,,,,,5170," -78",,,"Tiago Henrique",,,2025-04-02,,,,,2
612,,,2,,3,,,,,5257,4,6,4,"Tiago Henrique",,,2025-04-02,,,,,2
613,,,1,1,,21.3,22.9,19.8,62,,,,,"Tiago Henrique",,,2025-04-03,,,,,2
614,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.42,5.84,2025-04-03,,,,,2
615,,,2,,1,,,,,5086," -22.9"," -21.5"," -32.0","Tiago Henrique",,,2025-04-03,,,,,2
616,,,2,,2,,,,,5170," -78",,,"Tiago Henrique",,,2025-04-03,,,,,2
617,,,2,,3,,,,,5257,4,6,2,"Tiago Henrique",,,2025-04-03,,,,,2
618,,,1,1,,19.3,23.4,19.3,70,,,,,"Tiago Henrique",,,2025-04-07,,,,,2
619,,,2,,4,,,,,10006,,,,"Tiago Henrique",19.8,4.69,2025-04-07,,,,,2
620,,,2,,1,,,,,5086," -24.6"," -21.5"," -31.1","Tiago Henrique",,,2025-04-07,,,,,2
621,,,2,,2,,,,,5170," -78",,,"Tiago Henrique",,,2025-04-07,,,,,2
622,,,2,,3,,,,,5257,3,7,3,"Tiago Henrique",,,2025-04-07,,,,,2
623,,,1,1,,20.9,21.4,19.3,63,,,,,"Tiago Henrique",,,2025-04-08,,,,,2
624,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.45,4.88,2025-04-08,,,,,2
625,,,2,,1,,,,,5086," -28.2"," -21.5"," -31.0","Tiago Henrique",,,2025-04-08,,,,,2
626,,,2,,2,,,,,5170," -78",,,"Tiago Henrique",,,2025-04-08,,,,,2
627,,,2,,3,,,,,5257,5,6,3,"Tiago Henrique",,,2025-04-08,,,,,2
628,,,1,1,,20.8,21.9,20.4,66,,,,,"Tiago Henrique",,,2025-04-09,,,,,2
629,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.22,5.11,2025-04-09,,,,,2
630,,,2,,1,,,,,5086," -25.3"," -21.6"," -31.0","Tiago Henrique",,,2025-04-09,,,,,2
631,,,2,,2,,,,,5170," -77",,,"Tiago Henrique",,,2025-04-09,,,,,2
632,,,2,,3,,,,,5257,5,7,4,"Tiago Henrique",,,2025-04-09,,,,,2
633,,,1,1,,20.1,22.0,20.1,64,,,,,"Tiago Henrique",,,2025-04-10,,,,,2
634,,,2,,1,,,,,5086," -29.6"," -21.5"," -31.1","Tiago Henrique",,,2025-04-10,,,,,2
635,,,2,,2,,,,,5170," -79",,,"Tiago Henrique",,,2025-04-10,,,,,2
636,,,2,,3,,,,,5257,5,5,3,"Tiago Henrique",,,2025-04-10,,,,,2
637,,,1,1,,20.3,23.8,20.1,67,,,,,"Tiago Henrique",,,2025-04-11,,,,,2
638,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.08,5.17,2025-04-11,,,,,2
639,,,2,,1,,,,,5086," -22.6"," -21.5"," -31.1","Tiago Henrique",,,2025-04-11,,,,,2
640,,,2,,2,,,,,5170," -79",,,"Tiago Henrique",,,2025-04-11,,,,,2
641,,,2,,3,,,,,5257,4,7,2,"Tiago Henrique",,,2025-04-11,,,,,2
642,,,1,1,,19.9,21.9,19.3,71,,,,,"Tiago Henrique",,,2025-04-15,,,,,2
643,,,2,,4,,,,,10006,,,,"Tiago Henrique",20.52,5.25,2025-04-15,,,,,2
644,,,2,,1,,,,,5086," -28.3"," -21.5"," -31.0","Tiago Henrique",,,2025-04-15,,,,,2
645,,,2,,2,,,,,5170," -78",,,"Tiago Henrique",,,2025-04-15,,,,,2
646,,,2,,3,,,,,5257,5,7,3,"Tiago Henrique",,,2025-04-15,,,,,2
647,,,2,,4,,,,,10006,,,,"Tiago Henrique",21.56,5.89,2025-04-16,,,,,2
648,,,1,1,,20.1,22.0,19.3,67,,,,,"Tiago Henrique",,,2025-04-16,,,,,2
649,,,2,,1,,,,,5086," -28.6"," -21.5"," -30.9","Tiago Henrique",,,2025-04-16,,,,,2
650,,,2,,2,,,,,5170," -79",,,"Tiago Henrique",,,2025-04-16,,,,,2
651,,,2,,3,,,,,5257,5,5,3,"Tiago Henrique",,,2025-04-16,,,,,2
652,,,1,1,,19.1,21.6,19.1,73,,,,,"Tiago Henrique",,,2025-04-22,,,,,2
653,,,2,,4,,,,,10006,,,,"Tiago Henrique",19.62,4.80,2025-04-22,,,,,2
654,,,2,,1,,,,,5086," -30.1"," -21.5"," -31.1","Tiago Henrique",,,2025-04-22,,,,,2
655,,,2,,2,,,,,5170," -76",,,"Tiago Henrique",,,2025-04-22,,,,,2
656,,,2,,3,,,,,5257,4,7,2,"Tiago Henrique",,,2025-04-22,,,,,2
657,,,1,1,,19.8,21.1,19.8,69,,,,,"Tiago Henrique",,,2025-04-23,,,,,2
